Title,Source,Location,Publisher Location,Date,Sentences,Relevant
Fake Indian notes seized,The Hindu,National,Chennai,2017-02-16,"high-value fake Indian currency will not stop after demonetisation and introduction of new notes was not unfounded. On Wednesday, within 100 days of the introduction",0
Note ban has taken the fizz out of India biz: Pepsi’s Nooyi,Businessline,NA,Chennai,2017-02-16,Coca-Cola too said that the tough operating environment stemming from demonetisation is likely to persist at the start of the year before gradual recovery. James|“we would be through the bulk of the demonetisation challenges. And the new currency and the digital currency will be back in circulation and we’ll,0
Demonetisation to impact near-term outlook for retail NBFCs [News],The Economic Times,NA,New Delhi,2017-02-17,"impacted post demonetization. ""The key target segment of NBFCs - the self-employed - is likely to have been impacted more, as a sizeable share of",0
"UP Elections 2017: Rahul Gandhi attacks PM Narendra Modi on demonetisation issue, says LK Advani is unemployed",Financial Express,NA,NEW DELHI,2017-02-17,"Vice-president Rahul Gandhi while addressing a rally at Fatehpur on Friday afternoon, once again brought up the issue of demonetisation to attack Prime Minister Narendra",0
UP elections 2017: Priyanka Gandhi disappoints in her first campaign speech,Financial Express,NA,NEW DELHI,2017-02-17,"his constituency, Varanasi. Earlier speaking at the rally at Fatehpur, Rahul Gandhi once again brought up the issue of demonetisation to attack Prime Minister Narendra",0
Demonetisation pain is real. End it soon for better economy: Former RBI-chief Dr Rangarajan [Politics and Nation],The Economic Times,HYDERABAD,New Delhi,2017-02-18,HYDERABAD: Shortage of new currency post demonetisation of high value currency has affected many small businesses,0
Shop owner arrested in Musaddilal case,The Hindu,Telangana,Chennai,2017-02-18,"with Musaddilal Jewellers to convert Rs. 37 crore of unaccounted money into new notes in the backdrop of demonetisation. Already, owners of Musaddilal Jewellers were",0
"DeMo Pain is Real, End it Soon for Better Economy: Rangarajan [Economy: Macro, Micro &amp; More]",The Economic Times (Online),NA,New Delhi,2017-02-18,Shortage of new currency post demonetisation of high value currency has affected many small businesses,0
"Uddhav is a Decent Man, Says Digvijya [Pure Politics]",The Economic Times (Online),NA,New Delhi,2017-02-18,"Fadnavis', which shows that the party is feeling the pinch of demonetisation. BJP is likely to seize the opportunity after the Congress' leaders comments to",0
Whose truth should we believe?,Businessline,NA,Chennai,2017-02-19,"preparation - as evidenced by the almost-daily rule changes, and the clearly illegal transportation of new notes in bulk - in the days following the",0
"Uddhav Thackrey is a decent man, says Digvijya Singh [Politics and Nation]",The Economic Times,MUMBAI,New Delhi,2017-02-19,"Fadnavis', which shows that the party is feeling the pinch of demonetisation. BJP is likely to seize the opportunity after the Congress' leaders comments to",0
10 midcaps creating buzz after strong Q3 performance; brokerages increase target prices [News],The Economic Times,NA,New Delhi,2017-02-21,"sales for organised players via noncash channels as a result of demonetisation are also likely to help VIP recoup market share.""We estimate VIP to post",0
'This Budget will win us votes',DNA : Daily News & Analysis,NA,Mumbai,2017-02-22,"was kept in mind while presenting this budget.""""It was feared that Gujarat government may incur loss of revenue after demonetisation. How have you maintained the",0
GDP growth in Q3 to slump below 6% from demonetisation: SBI Report,IANS English,Mumbai,Noida,2017-02-22,"per cent in the third quarter and overall growth in 2016-17 is likely to be at 6.6 per cent due to demonetisation, though the economy",0
Remonetization led to rate status quo,DNA : Daily News & Analysis,Mumbai,Mumbai,2017-02-23,"impact of demonetization recedes and remonetization sets in, the banks' MCLRs are likely to increase marginally. Since the items affected by it in the CPI",0
Expect a modest upturn next year: Aditi Nayar [Expert View],ET Now,NA,New Delhi,2017-02-23,estimates that we have for the formal sector and the formal sector is likely to have weather the note ban much better than the informal,0
"Faster remonetisation will boost economy in Q4, says RBI Governor Urjit Patel",Indian Express,NA,NEW DELHI,2017-02-23,"transitory impact of demonetisation recedes and remonetisation sets in, the banks' MCLRs are likely to increase marginally. Moreover, under the current global environment, the real",0
Bangla prodded on fake note check,The Telegraph (India),New Delhi,NEW DELHI,2017-02-24,"the biggest such haul since demonetisation. Ten of the 17 security features in the new notes, including the watermark and the Ashoka Pillar, had been",0
Modi-Nooyi Meet Won't be Just About Colas [Brands &amp; Companies],The Economic Times (Online),NA,New Delhi,2017-02-24,"in, we would be through the bulk of the demonetisation challenges. The new currency and the digital currency will be back in circulation and we'll",0
Narendra Modi-Indra Nooyi meet won't be just about colas [Corporate Trends],The Economic Times,NEW DELHI,New Delhi,2017-02-24,"in, we would be through the bulk of the demonetisation challenges. The new currency and the digital currency will be back in circulation and we'll",0
It’s a steady market,The Hindu,Property Plus,Chennai,2017-02-25,"inventory and projects under construction, this year's data according to the member-body association is likely to have a 10 per cent variation because of demonetisation.",0
Narendra Modi-Indra Nooyi meet won't be just about colas [India Business],The Times of India,NEW DELHI,New Delhi,2017-02-25,"in, we would be through the bulk of the demonetisation challenges. The new currency and the digital currency will be back in circulation and we'll",0
"It was govt's recommendation to RBI, not the other way round: P Chidambaram on demonetisation",Indian Express,NA,NEW DELHI,2017-02-25,Chidambaram said. He also criticised the government over the size of the new notes saying that with the demonetisation of Rs 500 and Rs 1000,0
Viewing the Budget in black and white,Businessline,NA,Chennai,2017-02-27,"Without it, the ban on cash payments above INR 3 lakh is likely to have unanticipated consequences. It will make large-scale subcontracting of labour difficult|Without it, the ban on cash payments above INR 3 lakh is likely to have unanticipated consequences. It will make large-scale subcontracting of labour difficult",0
Rs 46 lakh old notes seized from car in Thane [Thane],The Times of India,THANE,New Delhi,2017-02-27,"source and consignee will be ascertained,"" said an official. The incident has once again exposed the racket prevalent after demonetisation who are exchanging the old",0
Investors Likely to Ditch Bank Savings for Gold Bonds [Finance &amp; Commodities],The Economic Times (Online),NA,New Delhi,2017-02-28,"response as the money deposited in banks during the demonetisation drive is likely to be pumped into this scheme, reckon marketmen and analysts. The scheme",0
GDP Q3 Growth at 7% Boost for Govt in State Poll Season [The Economic Times],The Economic Times (Online),NA,New Delhi,2017-03-01,"crisis with demonetisation being announced on November 8 and the supply of new notes failing to meet demand for much of the three-month period. ""This",0
Innovative India turning demonetisation into remonetisation: Nooyi,Businessline,NA,Chennai,2017-03-01,"by, “we would be through the bulk of the demonetisation challenges. And the new currency and the digital currency will be back in circulation and",0
Mixed verdict,Businessline,NA,Chennai,2017-03-01,"a fuzzy area. In the event of a good monsoon, the economy is likely to return to its earlier trajectory towards the latter half of",0
Indra Nooyi meets Jaitley; pitches for lower GST rates,Businessline,NA,Chennai,2017-03-01,"by, “we would be through the bulk of the demonetisation challenges. And the new currency and the digital currency will be back in circulation and",0
"GDP post note-ban: Construction, finance and real estate lag in Q3",Businessline,NA,Chennai,2017-03-01,"on Wednesday, said demonetisation will be credit positive and the economy is likely to pick up and reach the pre-note ban rate by the second|on Wednesday, said demonetisation will be credit positive and the economy is likely to pick up and reach the pre-note ban rate by the second",0
Bond yields could move to 7.4% by March 2018 [Bonds],The Economic Times,MUMBAI,New Delhi,2017-03-01,"Meanwhile, to gauge the final impact of demonetization, the RBI is also likely to remain in a wait-and-watch mode in 1H- 2017, with no tinkering",0
